#,Name,Disclosure Date,Rank,Check,Description
"48","auxiliary/admin/http/joomla_registration_privesc","2016-10-25","normal","Yes","Joomla Account Creation and Privilege Escalation"
"49","auxiliary/admin/http/kaseya_master_admin","2015-09-23","normal","No","Kaseya VSA Master Administrator Account Creation"
"50","auxiliary/admin/http/katello_satellite_priv_esc","2014-03-24","normal","No","Katello (Red Hat Satellite) users/update_roles Missing Authorization"
"51","auxiliary/admin/http/limesurvey_file_download","2015-10-12","normal","No","Limesurvey Unauthenticated File Download"
"52","auxiliary/admin/http/linksys_e1500_e2500_exec","2013-02-05","normal","No","Linksys E1500/E2500 Remote Command Execution"
"53","auxiliary/admin/http/linksys_tmunblock_admin_reset_bof","2014-02-19","normal","No","Linksys WRT120N tmUnblock Stack Buffer Overflow"
"54","auxiliary/admin/http/linksys_wrt54gl_exec","2013-01-18","normal","No","Linksys WRT54GL Remote Command Execution"
"55","auxiliary/admin/http/manage_engine_dc_create_admin","2014-12-31","normal","No","ManageEngine Desktop Central Administrator Account Creation"
"56","auxiliary/admin/http/manageengine_dir_listing","2015-01-28","normal","No","ManageEngine Multiple Products Arbitrary Directory Listing"
"57","auxiliary/admin/http/manageengine_file_download","2015-01-28","normal","No","ManageEngine Multiple Products Arbitrary File Download"
"58","auxiliary/admin/http/manageengine_pmp_privesc","2014-11-08","normal","Yes","ManageEngine Password Manager SQLAdvancedALSearchResult.cc Pro SQL Injection"
"59","auxiliary/admin/http/mantisbt_password_reset","2017-04-16","normal","Yes","MantisBT password reset"
"60","auxiliary/admin/http/mutiny_frontend_read_delete","2013-05-15","normal","No","Mutiny 5 Arbitrary File Read and Delete"
"61","auxiliary/admin/http/netflow_file_download","2014-11-30","normal","No","ManageEngine NetFlow Analyzer Arbitrary File Download"
"62","auxiliary/admin/http/netgear_auth_download","2016-02-04","normal","No","NETGEAR ProSafe Network Management System 300 Authenticated File Download"
"63","auxiliary/admin/http/netgear_pnpx_getsharefolderlist_auth_bypass","2021-09-06","normal","Yes","Netgear PNPX_GetShareFolderList Authentication Bypass"
"64","auxiliary/admin/http/netgear_r6700_pass_reset","2020-06-15","normal","Yes","Netgear R6700v3 Unauthenticated LAN Admin Password Reset"
"65","auxiliary/admin/http/netgear_r7000_backup_cgi_heap_overflow_rce","2021-04-21","normal","Yes","Netgear R7000 backup.cgi Heap Overflow RCE"
"66","auxiliary/admin/http/netgear_soap_password_extractor","2015-02-11","normal","No","Netgear Unauthenticated SOAP Password Extractor"
"67","auxiliary/admin/http/netgear_wnr2000_pass_recovery","2016-12-20","normal","No","NETGEAR WNR2000v5 Administrator Password Recovery"
"68","auxiliary/admin/http/nexpose_xxe_file_read","","normal","No","Nexpose XXE Arbitrary File Read"
"69","auxiliary/admin/http/novell_file_reporter_filedelete","","normal","No","Novell File Reporter Agent Arbitrary File Delete"
"70","auxiliary/admin/http/nuuo_nvrmini_reset","2016-08-04","normal","No","NUUO NVRmini 2 / NETGEAR ReadyNAS Surveillance Default Configuration Load and Administrator Password Reset"
"71","auxiliary/admin/http/openbravo_xxe","2013-10-30","normal","No","Openbravo ERP XXE Arbitrary File Read"
"72","auxiliary/admin/http/pfadmin_set_protected_alias","2017-02-03","normal","Yes","Postfixadmin Protected Alias Deletion Vulnerability"
"73","auxiliary/admin/http/pihole_domains_api_exec","2021-08-04","normal","Yes","Pi-Hole Top Domains API Authenticated Exec"
"74","auxiliary/admin/http/rails_devise_pass_reset","2013-01-28","normal","No","Ruby on Rails Devise Authentication Password Reset"
"75","auxiliary/admin/http/scadabr_credential_dump","2017-05-28","normal","No","ScadaBR Credentials Dumper"
"76","auxiliary/admin/http/scrutinizer_add_user","2012-07-27","normal","No","Plixer Scrutinizer NetFlow and sFlow Analyzer HTTP Authentication Bypass"
"77","auxiliary/admin/http/sophos_wpa_traversal","2013-04-03","normal","No","Sophos Web Protection Appliance patience.cgi Directory Traversal"
"78","auxiliary/admin/http/supra_smart_cloud_tv_rfi","2019-06-03","normal","No","Supra Smart Cloud TV Remote File Inclusion"
"79","auxiliary/admin/http/sysaid_admin_acct","2015-06-03","normal","No","SysAid Help Desk Administrator Account Creation"
"80","auxiliary/admin/http/sysaid_file_download","2015-06-03","normal","No","SysAid Help Desk Arbitrary File Download"
"81","auxiliary/admin/http/sysaid_sql_creds","2015-06-03","normal","No","SysAid Help Desk Database Credentials Disclosure"
"82","auxiliary/admin/http/telpho10_credential_dump","2016-09-02","normal","No","Telpho10 Backup Credentials Dumper"
"83","auxiliary/admin/http/tomcat_administration","","normal","No","Tomcat Administration Tool Default Access"
"84","auxiliary/admin/http/tomcat_ghostcat","2020-02-20","normal","Yes","Apache Tomcat AJP File Read"
"85","auxiliary/admin/http/tomcat_utf8_traversal","2009-01-09","normal","No","Tomcat UTF-8 Directory Traversal Vulnerability"
"86","auxiliary/admin/http/trendmicro_dlp_traversal","2009-01-09","normal","No","TrendMicro Data Loss Prevention 5.5 Directory Traversal"
"87","auxiliary/admin/http/typo3_news_module_sqli","2017-04-06","normal","No","TYPO3 News Module SQL Injection"
"88","auxiliary/admin/http/typo3_sa_2009_001","2009-01-20","normal","No","TYPO3 sa-2009-001 Weak Encryption Key File Disclosure"
"89","auxiliary/admin/http/typo3_sa_2009_002","2009-02-10","normal","No","Typo3 sa-2009-002 File Disclosure"
"90","auxiliary/admin/http/typo3_sa_2010_020","","normal","No","TYPO3 sa-2010-020 Remote File Disclosure"
"91","auxiliary/admin/http/typo3_winstaller_default_enc_keys","","normal","No","TYPO3 Winstaller Default Encryption Keys"
"92","auxiliary/admin/http/ulterius_file_download","","normal","No","Ulterius Server File Download Vulnerability"
"93","auxiliary/admin/http/vbulletin_upgrade_admin","2013-10-09","normal","No","vBulletin Administrator Account Creation"
"94","auxiliary/admin/http/webnms_cred_disclosure","2016-07-04","normal","No","WebNMS Framework Server Credential Disclosure"
"95","auxiliary/admin/http/webnms_file_download","2016-07-04","normal","No","WebNMS Framework Server Arbitrary Text File Download"
"96","auxiliary/admin/http/wp_automatic_plugin_privesc","2021-09-06","normal","Yes","WordPress Plugin Automatic Config Change to RCE"
"97","auxiliary/admin/http/wp_custom_contact_forms","2014-08-07","normal","No","WordPress custom-contact-forms Plugin SQL Upload"
"98","auxiliary/admin/http/wp_easycart_privilege_escalation","2015-02-25","normal","Yes","WordPress WP EasyCart Plugin Privilege Escalation"
"99","auxiliary/admin/http/wp_gdpr_compliance_privesc","2018-11-08","normal","Yes","WordPress WP GDPR Compliance Plugin Privilege Escalation"
"100","auxiliary/admin/http/wp_google_maps_sqli","2019-04-02","normal","Yes","WordPress Google Maps Plugin SQL Injection"
"101","auxiliary/admin/http/wp_masterstudy_privesc","2022-02-18","normal","Yes","Wordpress MasterStudy Admin Account Creation"
"102","auxiliary/admin/http/wp_symposium_sql_injection","2015-08-18","normal","Yes","WordPress Symposium Plugin SQL Injection"
"103","auxiliary/admin/http/wp_wplms_privilege_escalation","2015-02-09","normal","Yes","WordPress WPLMS Theme Privilege Escalation"
"104","auxiliary/admin/http/zyxel_admin_password_extractor","","normal","No","ZyXEL GS1510-16 Password Extractor"
"105","auxiliary/admin/kerberos/forge_ticket","","normal","No","Kerberos Silver/Golden Ticket Forging"
"106","auxiliary/admin/kerberos/get_ticket","","normal","No","Kerberos TGT/TGS Ticket Requester"
"107","auxiliary/admin/kerberos/inspect_ticket","","normal","No","Kerberos Ticket Inspecting"
"108","auxiliary/admin/kerberos/keytab","","normal","No","Kerberos keytab utilities"
"109","auxiliary/admin/kerberos/ms14_068_kerberos_checksum","2014-11-18","normal","No","MS14-068 Microsoft Kerberos Checksum Validation Vulnerability"
"110","auxiliary/admin/kerberos/ticket_converter","","normal","No","Kerberos ticket converter"
"111","auxiliary/admin/ldap/rbcd","","normal","No","Role Base Constrained Delegation"
"112","auxiliary/admin/ldap/vmware_vcenter_vmdir_auth_bypass","2020-04-09","normal","Yes","VMware vCenter Server vmdir Authentication Bypass"
"113","auxiliary/admin/maxdb/maxdb_cons_exec","2008-01-09","normal","No","SAP MaxDB cons.exe Remote Command Injection"
"114","auxiliary/admin/misc/sercomm_dump_config","2013-12-31","normal","No","SerComm Device Configuration Dump"
"115","auxiliary/admin/misc/wol","","normal","No","UDP Wake-On-Lan (WOL)"
"116","auxiliary/admin/motorola/wr850g_cred","2004-09-24","normal","No","Motorola WR850G v4.03 Credentials"
"117","auxiliary/admin/ms/ms08_059_his2006","2008-10-14","normal","No","Microsoft Host Integration Server 2006 Command Execution Vulnerability"
"118","auxiliary/admin/mssql/mssql_enum","","normal","No","Microsoft SQL Server Configuration Enumerator"
"119","auxiliary/admin/mssql/mssql_enum_domain_accounts","","normal","No","Microsoft SQL Server SUSER_SNAME Windows Domain Account Enumeration"
"120","auxiliary/admin/mssql/mssql_enum_domain_accounts_sqli","","normal","No","Microsoft SQL Server SQLi SUSER_SNAME Windows Domain Account Enumeration"
"121","auxiliary/admin/mssql/mssql_enum_sql_logins","","normal","No","Microsoft SQL Server SUSER_SNAME SQL Logins Enumeration"
"122","auxiliary/admin/mssql/mssql_escalate_dbowner","","normal","No","Microsoft SQL Server Escalate Db_Owner"
"123","auxiliary/admin/mssql/mssql_escalate_dbowner_sqli","","normal","No","Microsoft SQL Server SQLi Escalate Db_Owner"
"124","auxiliary/admin/mssql/mssql_escalate_execute_as","","normal","No","Microsoft SQL Server Escalate EXECUTE AS"
"125","auxiliary/admin/mssql/mssql_escalate_execute_as_sqli","","normal","No","Microsoft SQL Server SQLi Escalate Execute AS"
"126","auxiliary/admin/mssql/mssql_exec","","normal","No","Microsoft SQL Server Command Execution"
"127","auxiliary/admin/mssql/mssql_findandsampledata","","normal","No","Microsoft SQL Server Find and Sample Data"
"128","auxiliary/admin/mssql/mssql_idf","","normal","No","Microsoft SQL Server Interesting Data Finder"
"129","auxiliary/admin/mssql/mssql_ntlm_stealer","","normal","No","Microsoft SQL Server NTLM Stealer"
"130","auxiliary/admin/mssql/mssql_ntlm_stealer_sqli","","normal","No","Microsoft SQL Server SQLi NTLM Stealer"
"131","auxiliary/admin/mssql/mssql_sql","","normal","No","Microsoft SQL Server Generic Query"
"132","auxiliary/admin/mssql/mssql_sql_file","","normal","No","Microsoft SQL Server Generic Query from File"
"133","auxiliary/admin/mysql/mysql_enum","","normal","No","MySQL Enumeration Module"
"134","auxiliary/admin/mysql/mysql_sql","","normal","No","MySQL SQL Generic Query"
"135","auxiliary/admin/natpmp/natpmp_map","","normal","No","NAT-PMP Port Mapper"
"136","auxiliary/admin/netbios/netbios_spoof","","normal","No","NetBIOS Response Brute Force Spoof (Direct)"
"137","auxiliary/admin/networking/arista_config","","normal","No","Arista Configuration Importer"
"138","auxiliary/admin/networking/brocade_config","","normal","No","Brocade Configuration Importer"
"139","auxiliary/admin/networking/cisco_asa_extrabacon","","normal","Yes","Cisco ASA Authentication Bypass (EXTRABACON)"
"140","auxiliary/admin/networking/cisco_config","","normal","No","Cisco Configuration Importer"
"141","auxiliary/admin/networking/cisco_dcnm_auth_bypass","2020-06-01","normal","Yes","Cisco DCNM auth bypass"
"142","auxiliary/admin/networking/cisco_dcnm_download","2019-06-26","normal","No","Cisco Data Center Network Manager Unauthenticated File Download"
"143","auxiliary/admin/networking/cisco_secure_acs_bypass","","normal","No","Cisco Secure ACS Unauthorized Password Change"
"144","auxiliary/admin/networking/cisco_vpn_3000_ftp_bypass","2006-08-23","normal","No","Cisco VPN Concentrator 3000 FTP Unauthorized Administrative Access"
"145","auxiliary/admin/networking/f5_config","","normal","No","F5 Configuration Importer"
"146","auxiliary/admin/networking/juniper_config","","normal","No","Juniper Configuration Importer"
"147","auxiliary/admin/networking/mikrotik_config","","normal","No","Mikrotik Configuration Importer"
"148","auxiliary/admin/networking/ubiquiti_config","","normal","No","Ubiquiti Configuration Importer"
"149","auxiliary/admin/networking/vyos_config","","normal","No","VyOS Configuration Importer"
"150","auxiliary/admin/officescan/tmlisten_traversal","","normal","No","TrendMicro OfficeScanNT Listener Traversal Arbitrary File Access"
"151","auxiliary/admin/oracle/ora_ntlm_stealer","2009-04-07","normal","No","Oracle SMB Relay Code Execution"
"152","auxiliary/admin/oracle/oracle_index_privesc","2015-01-21","normal","No","Oracle DB Privilege Escalation via Function-Based Index"
"153","auxiliary/admin/oracle/oracle_login","2008-11-20","normal","No","Oracle Account Discovery"
"154","auxiliary/admin/oracle/oracle_sql","2007-12-07","normal","No","Oracle SQL Generic Query"
"155","auxiliary/admin/oracle/oraenum","","normal","No","Oracle Database Enumeration"
"156","auxiliary/admin/oracle/osb_execqr","2009-01-14","normal","No","Oracle Secure Backup exec_qr() Command Injection Vulnerability"
"157","auxiliary/admin/oracle/osb_execqr2","2009-08-18","normal","No","Oracle Secure Backup Authentication Bypass/Command Injection Vulnerability"
"158","auxiliary/admin/oracle/osb_execqr3","2010-07-13","normal","No","Oracle Secure Backup Authentication Bypass/Command Injection Vulnerability"
"159","auxiliary/admin/oracle/post_exploitation/win32exec","2007-12-07","normal","No","Oracle Java execCommand (Win32)"
"160","auxiliary/admin/oracle/post_exploitation/win32upload","2005-02-10","normal","No","Oracle URL Download"
"161","auxiliary/admin/oracle/sid_brute","2009-01-07","normal","No","Oracle TNS Listener SID Brute Forcer"
"162","auxiliary/admin/oracle/tnscmd","2009-02-01","normal","No","Oracle TNS Listener Command Issuer"
"163","auxiliary/admin/pop2/uw_fileretrieval","2000-07-14","normal","No","UoW pop2d Remote File Retrieval Vulnerability"
"164","auxiliary/admin/postgres/postgres_readfile","","normal","No","PostgreSQL Server Generic Query"
"165","auxiliary/admin/postgres/postgres_sql","","normal","No","PostgreSQL Server Generic Query"
"166","auxiliary/admin/sap/cve_2020_6207_solman_rce","2020-10-03","normal","No","SAP Solution Manager remote unauthorized OS commands execution"
"167","auxiliary/admin/sap/cve_2020_6287_ws_add_user","2020-07-14","normal","Yes","SAP Unauthenticated WebService User Creation"
"168","auxiliary/admin/sap/sap_configservlet_exec_noauth","2012-11-01","normal","No","SAP ConfigServlet OS Command Execution"
"169","auxiliary/admin/sap/sap_igs_xmlchart_xxe","2018-03-14","normal","Yes","SAP Internet Graphics Server (IGS) XMLCHART XXE"
"170","auxiliary/admin/sap/sap_mgmt_con_osexec","","normal","No","SAP Management Console OSExecute"
"171","auxiliary/admin/scada/advantech_webaccess_dbvisitor_sqli","2014-04-08","normal","Yes","Advantech WebAccess DBVisitor.dll ChartThemeConfig SQL Injection"
"172","auxiliary/admin/scada/ge_proficy_substitute_traversal","2013-01-22","normal","No","GE Proficy Cimplicity WebView substitute.bcl Directory Traversal"
"173","auxiliary/admin/scada/modicon_command","2012-04-05","normal","No","Schneider Modicon Remote START/STOP Command"
"174","auxiliary/admin/scada/modicon_password_recovery","2012-01-19","normal","Yes","Schneider Modicon Quantum Password Recovery"
"175","auxiliary/admin/scada/modicon_stux_transfer","2012-04-05","normal","No","Schneider Modicon Ladder Logic Upload/Download"
"176","auxiliary/admin/scada/moxa_credentials_recovery","2015-07-28","normal","Yes","Moxa Device Credential Retrieval"
"177","auxiliary/admin/scada/multi_cip_command","2012-01-19","normal","No","Allen-Bradley/Rockwell Automation EtherNet/IP CIP Commands"
"178","auxiliary/admin/scada/pcom_command","","normal","No","Unitronics PCOM remote START/STOP/RESET command"
"179","auxiliary/admin/scada/phoenix_command","2015-05-20","normal","No","PhoenixContact PLC Remote START/STOP Command"
"180","auxiliary/admin/scada/yokogawa_bkbcopyd_client","2014-08-09","normal","No","Yokogawa BKBCopyD.exe Client"
"181","auxiliary/admin/serverprotect/file","","normal","No","TrendMicro ServerProtect File Access"
"182","auxiliary/admin/smb/check_dir_file","","normal","No","SMB Scanner Check File/Directory Utility"
"183","auxiliary/admin/smb/delete_file","","normal","No","SMB File Delete Utility"
"184","auxiliary/admin/smb/download_file","","normal","No","SMB File Download Utility"
"185","auxiliary/admin/smb/list_directory","","normal","No","SMB Directory Listing Utility"
"186","auxiliary/admin/smb/ms17_010_command","2017-03-14","normal","No","MS17-010 EternalRomance/EternalSynergy/EternalChampion SMB Remote Windows Command Execution"
"187","auxiliary/admin/smb/psexec_ntdsgrab","","normal","No","PsExec NTDS.dit And SYSTEM Hive Download Utility"
"188","auxiliary/admin/smb/samba_symlink_traversal","","normal","No","Samba Symlink Directory Traversal"
"189","auxiliary/admin/smb/upload_file","","normal","No","SMB File Upload Utility"
"190","auxiliary/admin/smb/webexec_command","","normal","No","WebEx Remote Command Execution Utility"
"191","auxiliary/admin/sunrpc/solaris_kcms_readfile","2003-01-22","normal","No","Solaris KCMS + TTDB Arbitrary File Read"
"192","auxiliary/admin/teradata/teradata_odbc_sql","2018-03-29","normal","No","Teradata ODBC SQL Query Module"
"193","auxiliary/admin/tftp/tftp_transfer_util","","normal","No","TFTP File Transfer Utility"
"194","auxiliary/admin/tikiwiki/tikidblib","2006-11-01","normal","No","TikiWiki Information Disclosure"
"195","auxiliary/admin/upnp/soap_portmapping","","normal","No","UPnP IGD SOAP Port Mapping Utility"
"196","auxiliary/admin/vmware/poweroff_vm","","normal","No","VMWare Power Off Virtual Machine"
"197","auxiliary/admin/vmware/poweron_vm","","normal","No","VMWare Power On Virtual Machine"
"198","auxiliary/admin/vmware/tag_vm","","normal","No","VMWare Tag Virtual Machine"
"199","auxiliary/admin/vmware/terminate_esx_sessions","","normal","No","VMWare Terminate ESX Login Sessions"
"200","auxiliary/admin/vmware/vcenter_forge_saml_token","2022-04-20","normal","No","VMware vCenter Forge SAML Authentication Credentials"
"201","auxiliary/admin/vmware/vcenter_offline_mdb_extract","2022-05-10","normal","No","VMware vCenter Extract Secrets from vmdir / vmafd DB File"
"202","auxiliary/admin/vnc/realvnc_41_bypass","2006-05-15","normal","No","RealVNC NULL Authentication Mode Bypass"
"203","auxiliary/admin/vxworks/apple_airport_extreme_password","","normal","No","Apple Airport Extreme Password Extraction (WDBRPC)"
"204","auxiliary/admin/vxworks/dlink_i2eye_autoanswer","","normal","No","D-Link i2eye Video Conference AutoAnswer (WDBRPC)"
"205","auxiliary/admin/vxworks/wdbrpc_memory_dump","","normal","No","VxWorks WDB Agent Remote Memory Dump"
"206","auxiliary/admin/vxworks/wdbrpc_reboot","","normal","No","VxWorks WDB Agent Remote Reboot"
"207","auxiliary/admin/webmin/edit_html_fileaccess","2012-09-06","normal","No","Webmin edit_html.cgi file Parameter Traversal Arbitrary File Access"
"208","auxiliary/admin/webmin/file_disclosure","2006-06-30","normal","No","Webmin File Disclosure"
"209","auxiliary/admin/wemo/crockpot","","normal","Yes","Belkin Wemo-Enabled Crock-Pot Remote Control"
"210","auxiliary/admin/zend/java_bridge","2011-03-28","normal","No","Zend Server Java Bridge Design Flaw Remote Code Execution"
"211","auxiliary/analyze/apply_pot","","normal","No","Apply Pot File To Hashes"
"212","auxiliary/analyze/crack_aix","","normal","No","Password Cracker: AIX"
"213","auxiliary/analyze/crack_databases","","normal","No","Password Cracker: Databases"
"214","auxiliary/analyze/crack_linux","","normal","No","Password Cracker: Linux"
"215","auxiliary/analyze/crack_mobile","","normal","No","Password Cracker: Mobile"
"216","auxiliary/analyze/crack_osx","","normal","No","Password Cracker: OSX"
"217","auxiliary/analyze/crack_webapps","","normal","No","Password Cracker: Webapps"
"218","auxiliary/analyze/crack_windows","","normal","No","Password Cracker: Windows"
"219","auxiliary/analyze/modbus_zip","","normal","No","Extract zip from Modbus communication"
"220","auxiliary/bnat/bnat_router","","normal","No","BNAT Router"
"221","auxiliary/bnat/bnat_scan","","normal","No","BNAT Scanner"
"222","auxiliary/client/hwbridge/connect","","normal","No","Hardware Bridge Session Connector"
"223","auxiliary/client/iec104/iec104","","normal","No","IEC104 Client Utility"
"224","auxiliary/client/mms/send_mms","","normal","No","MMS Client"
"225","auxiliary/client/sms/send_text","","normal","No","SMS Client"
"226","auxiliary/client/smtp/emailer","","normal","No","Generic Emailer (SMTP)"
"227","auxiliary/client/telegram/send_message","","normal","No","Telegram Message Client"
"228","auxiliary/cloud/aws/enum_ec2","","normal","No","Amazon Web Services EC2 instance enumeration"
"229","auxiliary/cloud/aws/enum_iam","","normal","No","Amazon Web Services IAM credential enumeration"
"230","auxiliary/cloud/aws/enum_s3","","normal","No","Amazon Web Services S3 instance enumeration"
"231","auxiliary/cloud/kubernetes/enum_kubernetes","","normal","No","Kubernetes Enumeration"
"232","auxiliary/crawler/msfcrawler","","normal","No","Metasploit Web Crawler"
"233","auxiliary/docx/word_unc_injector","","normal","No","Microsoft Word UNC Path Injector"
"234","auxiliary/dos/android/android_stock_browser_iframe","2012-12-01","normal","No","Android Stock Browser Iframe DOS"
"235","auxiliary/dos/apple_ios/webkit_backdrop_filter_blur","2018-09-15","normal","No","iOS Safari Denial of Service with CSS"
"236","auxiliary/dos/cisco/cisco_7937g_dos","2020-06-02","normal","No","Cisco 7937G Denial-of-Service Attack"
"237","auxiliary/dos/cisco/cisco_7937g_dos_reboot","2020-06-02","normal","No","Cisco 7937G Denial-of-Service Reboot Attack"
"238","auxiliary/dos/cisco/ios_http_percentpercent","2000-04-26","normal","No","Cisco IOS HTTP GET /%% Request Denial of Service"
"239","auxiliary/dos/cisco/ios_telnet_rocem","2017-03-17","normal","No","Cisco IOS Telnet Denial of Service"
"240","auxiliary/dos/dhcp/isc_dhcpd_clientid","","normal","No","ISC DHCP Zero Length ClientID Denial of Service Module"
"241","auxiliary/dos/dns/bind_tkey","2015-07-28","normal","No","BIND TKEY Query Denial of Service"
"242","auxiliary/dos/dns/bind_tsig","2016-09-27","normal","No","BIND TSIG Query Denial of Service"
"243","auxiliary/dos/dns/bind_tsig_badtime","2020-05-19","normal","No","BIND TSIG Badtime Query Denial of Service"
"244","auxiliary/dos/freebsd/nfsd/nfsd_mount","","normal","No","FreeBSD Remote NFS RPC Request Denial of Service"
"245","auxiliary/dos/hp/data_protector_rds","2011-01-08","normal","No","HP Data Protector Manager RDS DOS"
