#,Name,Disclosure Date,Rank,Check,Description
"47","payload/bsdi/x86/shell_find_port","","normal","No","BSDi Command Shell, Find Port Inline"
"48","payload/bsdi/x86/shell_reverse_tcp","","normal","No","BSDi Command Shell, Reverse TCP Inline"
"49","payload/cmd/mainframe/apf_privesc_jcl","","normal","No","JCL to Escalate Privileges"
"50","payload/cmd/mainframe/bind_shell_jcl","","normal","No","Z/OS (MVS) Command Shell, Bind TCP"
"51","payload/cmd/mainframe/generic_jcl","","normal","No","Generic JCL Test for Mainframe Exploits"
"52","payload/cmd/mainframe/reverse_shell_jcl","","normal","No","Z/OS (MVS) Command Shell, Reverse TCP"
"53","payload/cmd/unix/bind_awk","","normal","No","Unix Command Shell, Bind TCP (via AWK)"
"54","payload/cmd/unix/bind_busybox_telnetd","","normal","No","Unix Command Shell, Bind TCP (via BusyBox telnetd)"
"55","payload/cmd/unix/bind_inetd","","normal","No","Unix Command Shell, Bind TCP (inetd)"
"56","payload/cmd/unix/bind_jjs","","normal","No","Unix Command Shell, Bind TCP (via jjs)"
"57","payload/cmd/unix/bind_lua","","normal","No","Unix Command Shell, Bind TCP (via Lua)"
"58","payload/cmd/unix/bind_netcat","","normal","No","Unix Command Shell, Bind TCP (via netcat)"
"59","payload/cmd/unix/bind_netcat_gaping","","normal","No","Unix Command Shell, Bind TCP (via netcat -e)"
"60","payload/cmd/unix/bind_netcat_gaping_ipv6","","normal","No","Unix Command Shell, Bind TCP (via netcat -e) IPv6"
"61","payload/cmd/unix/bind_nodejs","","normal","No","Unix Command Shell, Bind TCP (via nodejs)"
"62","payload/cmd/unix/bind_perl","","normal","No","Unix Command Shell, Bind TCP (via Perl)"
"63","payload/cmd/unix/bind_perl_ipv6","","normal","No","Unix Command Shell, Bind TCP (via perl) IPv6"
"64","payload/cmd/unix/bind_r","","normal","No","Unix Command Shell, Bind TCP (via R)"
"65","payload/cmd/unix/bind_ruby","","normal","No","Unix Command Shell, Bind TCP (via Ruby)"
"66","payload/cmd/unix/bind_ruby_ipv6","","normal","No","Unix Command Shell, Bind TCP (via Ruby) IPv6"
"67","payload/cmd/unix/bind_socat_udp","","normal","No","Unix Command Shell, Bind UDP (via socat)"
"68","payload/cmd/unix/bind_stub","","normal","No","Unix Command Shell, Bind TCP (stub)"
"69","payload/cmd/unix/bind_zsh","","normal","No","Unix Command Shell, Bind TCP (via Zsh)"
"70","payload/cmd/unix/generic","","normal","No","Unix Command, Generic Command Execution"
"71","payload/cmd/unix/interact","","normal","No","Unix Command, Interact with Established Connection"
"72","payload/cmd/unix/pingback_bind","","normal","No","Unix Command Shell, Pingback Bind TCP (via netcat)"
"73","payload/cmd/unix/pingback_reverse","","normal","No","Unix Command Shell, Pingback Reverse TCP (via netcat)"
"74","payload/cmd/unix/python/meterpreter/bind_tcp","","normal","No","Python Exec, Python Meterpreter, Python Bind TCP Stager"
"75","payload/cmd/unix/python/meterpreter/bind_tcp_uuid","","normal","No","Python Exec, Python Meterpreter, Python Bind TCP Stager with UUID Support"
"76","payload/cmd/unix/python/meterpreter/reverse_http","","normal","No","Python Exec, Python Meterpreter, Python Reverse HTTP Stager"
"77","payload/cmd/unix/python/meterpreter/reverse_https","","normal","No","Python Exec, Python Meterpreter, Python Reverse HTTPS Stager"
"78","payload/cmd/unix/python/meterpreter/reverse_tcp","","normal","No","Python Exec, Python Meterpreter, Python Reverse TCP Stager"
"79","payload/cmd/unix/python/meterpreter/reverse_tcp_ssl","","normal","No","Python Exec, Python Meterpreter, Python Reverse TCP SSL Stager"
"80","payload/cmd/unix/python/meterpreter/reverse_tcp_uuid","","normal","No","Python Exec, Python Meterpreter, Python Reverse TCP Stager with UUID Support"
"81","payload/cmd/unix/python/meterpreter_bind_tcp","","normal","No","Python Exec, Python Meterpreter Shell, Bind TCP Inline"
"82","payload/cmd/unix/python/meterpreter_reverse_http","","normal","No","Python Exec, Python Meterpreter Shell, Reverse HTTP Inline"
"83","payload/cmd/unix/python/meterpreter_reverse_https","","normal","No","Python Exec, Python Meterpreter Shell, Reverse HTTPS Inline"
"84","payload/cmd/unix/python/meterpreter_reverse_tcp","","normal","No","Python Exec, Python Meterpreter Shell, Reverse TCP Inline"
"85","payload/cmd/unix/python/pingback_bind_tcp","","normal","No","Python Exec, Python Pingback, Bind TCP (via python)"
"86","payload/cmd/unix/python/pingback_reverse_tcp","","normal","No","Python Exec, Python Pingback, Reverse TCP (via python)"
"87","payload/cmd/unix/python/shell_bind_tcp","","normal","No","Python Exec, Command Shell, Bind TCP (via python)"
"88","payload/cmd/unix/python/shell_reverse_tcp","","normal","No","Python Exec, Command Shell, Reverse TCP (via python)"
"89","payload/cmd/unix/python/shell_reverse_tcp_ssl","","normal","No","Python Exec, Command Shell, Reverse TCP SSL (via python)"
"90","payload/cmd/unix/python/shell_reverse_udp","","normal","No","Python Exec, Command Shell, Reverse UDP (via python)"
"91","payload/cmd/unix/reverse","","normal","No","Unix Command Shell, Double Reverse TCP (telnet)"
"92","payload/cmd/unix/reverse_awk","","normal","No","Unix Command Shell, Reverse TCP (via AWK)"
"93","payload/cmd/unix/reverse_bash","","normal","No","Unix Command Shell, Reverse TCP (/dev/tcp)"
"94","payload/cmd/unix/reverse_bash_telnet_ssl","","normal","No","Unix Command Shell, Reverse TCP SSL (telnet)"
"95","payload/cmd/unix/reverse_bash_udp","","normal","No","Unix Command Shell, Reverse UDP (/dev/udp)"
"96","payload/cmd/unix/reverse_jjs","","normal","No","Unix Command Shell, Reverse TCP (via jjs)"
"97","payload/cmd/unix/reverse_ksh","","normal","No","Unix Command Shell, Reverse TCP (via Ksh)"
"98","payload/cmd/unix/reverse_lua","","normal","No","Unix Command Shell, Reverse TCP (via Lua)"
"99","payload/cmd/unix/reverse_ncat_ssl","","normal","No","Unix Command Shell, Reverse TCP (via ncat)"
"100","payload/cmd/unix/reverse_netcat","","normal","No","Unix Command Shell, Reverse TCP (via netcat)"
"101","payload/cmd/unix/reverse_netcat_gaping","","normal","No","Unix Command Shell, Reverse TCP (via netcat -e)"
"102","payload/cmd/unix/reverse_nodejs","","normal","No","Unix Command Shell, Reverse TCP (via nodejs)"
"103","payload/cmd/unix/reverse_openssl","","normal","No","Unix Command Shell, Double Reverse TCP SSL (openssl)"
"104","payload/cmd/unix/reverse_perl","","normal","No","Unix Command Shell, Reverse TCP (via Perl)"
"105","payload/cmd/unix/reverse_perl_ssl","","normal","No","Unix Command Shell, Reverse TCP SSL (via perl)"
"106","payload/cmd/unix/reverse_php_ssl","","normal","No","Unix Command Shell, Reverse TCP SSL (via php)"
"107","payload/cmd/unix/reverse_python","","normal","No","Unix Command Shell, Reverse TCP (via Python)"
"108","payload/cmd/unix/reverse_python_ssl","","normal","No","Unix Command Shell, Reverse TCP SSL (via python)"
"109","payload/cmd/unix/reverse_r","","normal","No","Unix Command Shell, Reverse TCP (via R)"
"110","payload/cmd/unix/reverse_ruby","","normal","No","Unix Command Shell, Reverse TCP (via Ruby)"
"111","payload/cmd/unix/reverse_ruby_ssl","","normal","No","Unix Command Shell, Reverse TCP SSL (via Ruby)"
"112","payload/cmd/unix/reverse_socat_udp","","normal","No","Unix Command Shell, Reverse UDP (via socat)"
"113","payload/cmd/unix/reverse_ssh","","normal","No","Unix Command Shell, Reverse TCP SSH"
"114","payload/cmd/unix/reverse_ssl_double_telnet","","normal","No","Unix Command Shell, Double Reverse TCP SSL (telnet)"
"115","payload/cmd/unix/reverse_stub","","normal","No","Unix Command Shell, Reverse TCP (stub)"
"116","payload/cmd/unix/reverse_tclsh","","normal","No","Unix Command Shell, Reverse TCP (via Tclsh)"
"117","payload/cmd/unix/reverse_zsh","","normal","No","Unix Command Shell, Reverse TCP (via Zsh)"
"118","payload/cmd/windows/adduser","","normal","No","Windows Execute net user /ADD CMD"
"119","payload/cmd/windows/bind_lua","","normal","No","Windows Command Shell, Bind TCP (via Lua)"
"120","payload/cmd/windows/bind_perl","","normal","No","Windows Command Shell, Bind TCP (via Perl)"
"121","payload/cmd/windows/bind_perl_ipv6","","normal","No","Windows Command Shell, Bind TCP (via perl) IPv6"
"122","payload/cmd/windows/bind_ruby","","normal","No","Windows Command Shell, Bind TCP (via Ruby)"
"123","payload/cmd/windows/download_eval_vbs","","normal","No","Windows Executable Download and Evaluate VBS"
"124","payload/cmd/windows/download_exec_vbs","","normal","No","Windows Executable Download and Execute (via .vbs)"
"125","payload/cmd/windows/generic","","normal","No","Windows Command, Generic Command Execution"
"126","payload/cmd/windows/jjs_reverse_tcp","","normal","No","Windows Shell, Reverse TCP (via jjs)"
"127","payload/cmd/windows/powershell/adduser","","normal","No","Powershell Exec"
"128","payload/cmd/windows/powershell/custom/bind_hidden_ipknock_tcp","","normal","No","Powershell Exec, Windows shellcode stage, Hidden Bind Ipknock TCP Stager"
"129","payload/cmd/windows/powershell/custom/bind_hidden_tcp","","normal","No","Powershell Exec, Windows shellcode stage, Hidden Bind TCP Stager"
"130","payload/cmd/windows/powershell/custom/bind_ipv6_tcp","","normal","No","Powershell Exec, Windows shellcode stage, Bind IPv6 TCP Stager (Windows x86)"
"131","payload/cmd/windows/powershell/custom/bind_ipv6_tcp_uuid","","normal","No","Powershell Exec, Windows shellcode stage, Bind IPv6 TCP Stager with UUID Support (Windows x86)"
"132","payload/cmd/windows/powershell/custom/bind_named_pipe","","normal","No","Powershell Exec, Windows shellcode stage, Windows x86 Bind Named Pipe Stager"
"133","payload/cmd/windows/powershell/custom/bind_nonx_tcp","","normal","No","Powershell Exec, Windows shellcode stage, Bind TCP Stager (No NX or Win7)"
"134","payload/cmd/windows/powershell/custom/bind_tcp","","normal","No","Powershell Exec, Windows shellcode stage, Bind TCP Stager (Windows x86)"
"135","payload/cmd/windows/powershell/custom/bind_tcp_rc4","","normal","No","Powershell Exec, Windows shellcode stage, Bind TCP Stager (RC4 Stage Encryption, Metasm)"
"136","payload/cmd/windows/powershell/custom/bind_tcp_uuid","","normal","No","Powershell Exec, Windows shellcode stage, Bind TCP Stager with UUID Support (Windows x86)"
"137","payload/cmd/windows/powershell/custom/find_tag","","normal","No","Powershell Exec, Windows shellcode stage, Find Tag Ordinal Stager"
"138","payload/cmd/windows/powershell/custom/reverse_hop_http","","normal","No","Powershell Exec, Windows shellcode stage, Reverse Hop HTTP/HTTPS Stager"
"139","payload/cmd/windows/powershell/custom/reverse_http","","normal","No","Powershell Exec, Windows shellcode stage, Windows Reverse HTTP Stager (wininet)"
"140","payload/cmd/windows/powershell/custom/reverse_http_proxy_pstore","","normal","No","Powershell Exec, Windows shellcode stage, Reverse HTTP Stager Proxy"
"141","payload/cmd/windows/powershell/custom/reverse_https","","normal","No","Powershell Exec, Windows shellcode stage, Windows Reverse HTTPS Stager (wininet)"
"142","payload/cmd/windows/powershell/custom/reverse_https_proxy","","normal","No","Powershell Exec, Windows shellcode stage, Reverse HTTPS Stager with Support for Custom Proxy"
"143","payload/cmd/windows/powershell/custom/reverse_ipv6_tcp","","normal","No","Powershell Exec, Windows shellcode stage, Reverse TCP Stager (IPv6)"
"144","payload/cmd/windows/powershell/custom/reverse_named_pipe","","normal","No","Powershell Exec, Windows shellcode stage, Windows x86 Reverse Named Pipe (SMB) Stager"
"145","payload/cmd/windows/powershell/custom/reverse_nonx_tcp","","normal","No","Powershell Exec, Windows shellcode stage, Reverse TCP Stager (No NX or Win7)"
"146","payload/cmd/windows/powershell/custom/reverse_ord_tcp","","normal","No","Powershell Exec, Windows shellcode stage, Reverse Ordinal TCP Stager (No NX or Win7)"
"147","payload/cmd/windows/powershell/custom/reverse_tcp","","normal","No","Powershell Exec, Windows shellcode stage, Reverse TCP Stager"
"148","payload/cmd/windows/powershell/custom/reverse_tcp_allports","","normal","No","Powershell Exec, Windows shellcode stage, Reverse All-Port TCP Stager"
"149","payload/cmd/windows/powershell/custom/reverse_tcp_dns","","normal","No","Powershell Exec, Windows shellcode stage, Reverse TCP Stager (DNS)"
"150","payload/cmd/windows/powershell/custom/reverse_tcp_rc4","","normal","No","Powershell Exec, Windows shellcode stage, Reverse TCP Stager (RC4 Stage Encryption, Metasm)"
"151","payload/cmd/windows/powershell/custom/reverse_tcp_rc4_dns","","normal","No","Powershell Exec, Windows shellcode stage, Reverse TCP Stager (RC4 Stage Encryption DNS, Metasm)"
"152","payload/cmd/windows/powershell/custom/reverse_tcp_uuid","","normal","No","Powershell Exec, Windows shellcode stage, Reverse TCP Stager with UUID Support"
"153","payload/cmd/windows/powershell/custom/reverse_udp","","normal","No","Powershell Exec, Windows shellcode stage, Reverse UDP Stager with UUID Support"
"154","payload/cmd/windows/powershell/custom/reverse_winhttp","","normal","No","Powershell Exec, Windows shellcode stage, Windows Reverse HTTP Stager (winhttp)"
"155","payload/cmd/windows/powershell/custom/reverse_winhttps","","normal","No","Powershell Exec, Windows shellcode stage, Windows Reverse HTTPS Stager (winhttp)"
"156","payload/cmd/windows/powershell/dllinject/bind_hidden_ipknock_tcp","","normal","No","Powershell Exec, Hidden Bind Ipknock TCP Stager"
"157","payload/cmd/windows/powershell/dllinject/bind_hidden_tcp","","normal","No","Powershell Exec, Hidden Bind TCP Stager"
"158","payload/cmd/windows/powershell/dllinject/bind_ipv6_tcp","","normal","No","Powershell Exec, Bind IPv6 TCP Stager (Windows x86)"
"159","payload/cmd/windows/powershell/dllinject/bind_ipv6_tcp_uuid","","normal","No","Powershell Exec, Bind IPv6 TCP Stager with UUID Support (Windows x86)"
"160","payload/cmd/windows/powershell/dllinject/bind_named_pipe","","normal","No","Powershell Exec, Windows x86 Bind Named Pipe Stager"
"161","payload/cmd/windows/powershell/dllinject/bind_nonx_tcp","","normal","No","Powershell Exec, Bind TCP Stager (No NX or Win7)"
"162","payload/cmd/windows/powershell/dllinject/bind_tcp","","normal","No","Powershell Exec, Bind TCP Stager (Windows x86)"
"163","payload/cmd/windows/powershell/dllinject/bind_tcp_rc4","","normal","No","Powershell Exec, Bind TCP Stager (RC4 Stage Encryption, Metasm)"
"164","payload/cmd/windows/powershell/dllinject/bind_tcp_uuid","","normal","No","Powershell Exec, Bind TCP Stager with UUID Support (Windows x86)"
"165","payload/cmd/windows/powershell/dllinject/find_tag","","normal","No","Powershell Exec, Find Tag Ordinal Stager"
"166","payload/cmd/windows/powershell/dllinject/reverse_hop_http","","normal","No","Powershell Exec, Reverse Hop HTTP/HTTPS Stager"
"167","payload/cmd/windows/powershell/dllinject/reverse_http","","normal","No","Powershell Exec, Windows Reverse HTTP Stager (wininet)"
"168","payload/cmd/windows/powershell/dllinject/reverse_http_proxy_pstore","","normal","No","Powershell Exec, Reverse HTTP Stager Proxy"
"169","payload/cmd/windows/powershell/dllinject/reverse_ipv6_tcp","","normal","No","Powershell Exec, Reverse TCP Stager (IPv6)"
"170","payload/cmd/windows/powershell/dllinject/reverse_nonx_tcp","","normal","No","Powershell Exec, Reverse TCP Stager (No NX or Win7)"
"171","payload/cmd/windows/powershell/dllinject/reverse_ord_tcp","","normal","No","Powershell Exec, Reverse Ordinal TCP Stager (No NX or Win7)"
"172","payload/cmd/windows/powershell/dllinject/reverse_tcp","","normal","No","Powershell Exec, Reverse TCP Stager"
"173","payload/cmd/windows/powershell/dllinject/reverse_tcp_allports","","normal","No","Powershell Exec, Reverse All-Port TCP Stager"
"174","payload/cmd/windows/powershell/dllinject/reverse_tcp_dns","","normal","No","Powershell Exec, Reverse TCP Stager (DNS)"
"175","payload/cmd/windows/powershell/dllinject/reverse_tcp_rc4","","normal","No","Powershell Exec, Reverse TCP Stager (RC4 Stage Encryption, Metasm)"
"176","payload/cmd/windows/powershell/dllinject/reverse_tcp_rc4_dns","","normal","No","Powershell Exec, Reverse TCP Stager (RC4 Stage Encryption DNS, Metasm)"
"177","payload/cmd/windows/powershell/dllinject/reverse_tcp_uuid","","normal","No","Powershell Exec, Reverse TCP Stager with UUID Support"
"178","payload/cmd/windows/powershell/dllinject/reverse_winhttp","","normal","No","Powershell Exec, Windows Reverse HTTP Stager (winhttp)"
"179","payload/cmd/windows/powershell/dns_txt_query_exec","","normal","No","Powershell Exec, DNS TXT Record Payload Download and Execution"
"180","payload/cmd/windows/powershell/download_exec","","normal","No","Powershell Exec, Windows Executable Download (http,https,ftp) and Execute"
"181","payload/cmd/windows/powershell/exec","","normal","No","Powershell Exec"
"182","payload/cmd/windows/powershell/format_all_drives","","manual","No","Powershell Exec"
"183","payload/cmd/windows/powershell/generic/debug_trap","","normal","No","Powershell Exec, Generic x86 Debug Trap"
"184","payload/cmd/windows/powershell/generic/tight_loop","","normal","No","Powershell Exec, Generic x86 Tight Loop"
"185","payload/cmd/windows/powershell/loadlibrary","","normal","No","Powershell Exec"
"186","payload/cmd/windows/powershell/messagebox","","normal","No","Powershell Exec, Windows MessageBox"
"187","payload/cmd/windows/powershell/meterpreter/bind_hidden_ipknock_tcp","","normal","No","Powershell Exec, Hidden Bind Ipknock TCP Stager"
"188","payload/cmd/windows/powershell/meterpreter/bind_hidden_tcp","","normal","No","Powershell Exec, Hidden Bind TCP Stager"
"189","payload/cmd/windows/powershell/meterpreter/bind_ipv6_tcp","","normal","No","Powershell Exec, Bind IPv6 TCP Stager (Windows x86)"
"190","payload/cmd/windows/powershell/meterpreter/bind_ipv6_tcp_uuid","","normal","No","Powershell Exec, Bind IPv6 TCP Stager with UUID Support (Windows x86)"
"191","payload/cmd/windows/powershell/meterpreter/bind_named_pipe","","normal","No","Powershell Exec, Windows x86 Bind Named Pipe Stager"
"192","payload/cmd/windows/powershell/meterpreter/bind_nonx_tcp","","normal","No","Powershell Exec, Bind TCP Stager (No NX or Win7)"
"193","payload/cmd/windows/powershell/meterpreter/bind_tcp","","normal","No","Powershell Exec, Bind TCP Stager (Windows x86)"
"194","payload/cmd/windows/powershell/meterpreter/bind_tcp_rc4","","normal","No","Powershell Exec, Bind TCP Stager (RC4 Stage Encryption, Metasm)"
"195","payload/cmd/windows/powershell/meterpreter/bind_tcp_uuid","","normal","No","Powershell Exec, Bind TCP Stager with UUID Support (Windows x86)"
"196","payload/cmd/windows/powershell/meterpreter/find_tag","","normal","No","Powershell Exec, Find Tag Ordinal Stager"
"197","payload/cmd/windows/powershell/meterpreter/reverse_hop_http","","normal","No","Powershell Exec, Reverse Hop HTTP/HTTPS Stager"
"198","payload/cmd/windows/powershell/meterpreter/reverse_http","","normal","No","Powershell Exec, Windows Reverse HTTP Stager (wininet)"
"199","payload/cmd/windows/powershell/meterpreter/reverse_http_proxy_pstore","","normal","No","Powershell Exec, Reverse HTTP Stager Proxy"
"200","payload/cmd/windows/powershell/meterpreter/reverse_https","","normal","No","Powershell Exec, Windows Reverse HTTPS Stager (wininet)"
"201","payload/cmd/windows/powershell/meterpreter/reverse_https_proxy","","normal","No","Powershell Exec, Reverse HTTPS Stager with Support for Custom Proxy"
"202","payload/cmd/windows/powershell/meterpreter/reverse_ipv6_tcp","","normal","No","Powershell Exec, Reverse TCP Stager (IPv6)"
"203","payload/cmd/windows/powershell/meterpreter/reverse_named_pipe","","normal","No","Powershell Exec, Windows x86 Reverse Named Pipe (SMB) Stager"
"204","payload/cmd/windows/powershell/meterpreter/reverse_nonx_tcp","","normal","No","Powershell Exec, Reverse TCP Stager (No NX or Win7)"
"205","payload/cmd/windows/powershell/meterpreter/reverse_ord_tcp","","normal","No","Powershell Exec, Reverse Ordinal TCP Stager (No NX or Win7)"
"206","payload/cmd/windows/powershell/meterpreter/reverse_tcp","","normal","No","Powershell Exec, Reverse TCP Stager"
"207","payload/cmd/windows/powershell/meterpreter/reverse_tcp_allports","","normal","No","Powershell Exec, Reverse All-Port TCP Stager"
"208","payload/cmd/windows/powershell/meterpreter/reverse_tcp_dns","","normal","No","Powershell Exec, Reverse TCP Stager (DNS)"
"209","payload/cmd/windows/powershell/meterpreter/reverse_tcp_rc4","","normal","No","Powershell Exec, Reverse TCP Stager (RC4 Stage Encryption, Metasm)"
"210","payload/cmd/windows/powershell/meterpreter/reverse_tcp_rc4_dns","","normal","No","Powershell Exec, Reverse TCP Stager (RC4 Stage Encryption DNS, Metasm)"
"211","payload/cmd/windows/powershell/meterpreter/reverse_tcp_uuid","","normal","No","Powershell Exec, Reverse TCP Stager with UUID Support"
"212","payload/cmd/windows/powershell/meterpreter/reverse_winhttp","","normal","No","Powershell Exec, Windows Reverse HTTP Stager (winhttp)"
"213","payload/cmd/windows/powershell/meterpreter/reverse_winhttps","","normal","No","Powershell Exec, Windows Reverse HTTPS Stager (winhttp)"
"214","payload/cmd/windows/powershell/metsvc_bind_tcp","","normal","No","Powershell Exec, Windows Meterpreter Service, Bind TCP"
"215","payload/cmd/windows/powershell/metsvc_reverse_tcp","","normal","No","Powershell Exec, Windows Meterpreter Service, Reverse TCP Inline"
"216","payload/cmd/windows/powershell/patchupdllinject/bind_hidden_ipknock_tcp","","normal","No","Powershell Exec, Hidden Bind Ipknock TCP Stager"
"217","payload/cmd/windows/powershell/patchupdllinject/bind_hidden_tcp","","normal","No","Powershell Exec, Hidden Bind TCP Stager"
"218","payload/cmd/windows/powershell/patchupdllinject/bind_ipv6_tcp","","normal","No","Powershell Exec, Bind IPv6 TCP Stager (Windows x86)"
"219","payload/cmd/windows/powershell/patchupdllinject/bind_ipv6_tcp_uuid","","normal","No","Powershell Exec, Bind IPv6 TCP Stager with UUID Support (Windows x86)"
"220","payload/cmd/windows/powershell/patchupdllinject/bind_named_pipe","","normal","No","Powershell Exec, Windows x86 Bind Named Pipe Stager"
"221","payload/cmd/windows/powershell/patchupdllinject/bind_nonx_tcp","","normal","No","Powershell Exec, Bind TCP Stager (No NX or Win7)"
"222","payload/cmd/windows/powershell/patchupdllinject/bind_tcp","","normal","No","Powershell Exec, Bind TCP Stager (Windows x86)"
"223","payload/cmd/windows/powershell/patchupdllinject/bind_tcp_rc4","","normal","No","Powershell Exec, Bind TCP Stager (RC4 Stage Encryption, Metasm)"
"224","payload/cmd/windows/powershell/patchupdllinject/bind_tcp_uuid","","normal","No","Powershell Exec, Bind TCP Stager with UUID Support (Windows x86)"
"225","payload/cmd/windows/powershell/patchupdllinject/find_tag","","normal","No","Powershell Exec, Find Tag Ordinal Stager"
"226","payload/cmd/windows/powershell/patchupdllinject/reverse_ipv6_tcp","","normal","No","Powershell Exec, Reverse TCP Stager (IPv6)"
"227","payload/cmd/windows/powershell/patchupdllinject/reverse_nonx_tcp","","normal","No","Powershell Exec, Reverse TCP Stager (No NX or Win7)"
"228","payload/cmd/windows/powershell/patchupdllinject/reverse_ord_tcp","","normal","No","Powershell Exec, Reverse Ordinal TCP Stager (No NX or Win7)"
"229","payload/cmd/windows/powershell/patchupdllinject/reverse_tcp","","normal","No","Powershell Exec, Reverse TCP Stager"
"230","payload/cmd/windows/powershell/patchupdllinject/reverse_tcp_allports","","normal","No","Powershell Exec, Reverse All-Port TCP Stager"
